,rel,masked_sent,subj_id,subj,pred,gt,is_correct,true_with_evidence,true_with_csk,unknown,false_with_csk,false_with_counterevidence,source,mturk_worker,mturk_true_with_evidence,mturk_true_with_csk,mturk_unknown,mturk_false_with_csk,mturk_false_with_counterevidence,mturk_comment,mturk_link,mturk_snippet,assignment_status,assignment_duration_in_seconds,changed_voting_after_rejection,from_false_to_true,from_true_to_false
290,P364,The original language of Thunderbolt Jack is [MASK] .,Q2946011,Thunderbolt Jack,English,English,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0011771/,A3JN18TC8GL3IH,true,false,false,false,false,,https://www.imdb.com/title/tt0011771/,see the details section in english,Approved,300,,,
291,P364,The original language of The Way We Were is [MASK] .,Q60332032,The Way We Were,English,English,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://en.wikipedia.org/wiki/The_Way_We_Were,A3QZMGTVA4VO44,true,false,false,false,false,"In the above source link, it is clearly mentioned that, The Way We Were is an English movie.",https://en.wikipedia.org/wiki/The_Way_We_Were,Language	English,Approved,300,,,
292,P364,The original language of Why America Will Win is [MASK] .,Q21752660,Why America Will Win,English,English,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt0190139/,A3QZMGTVA4VO44,true,false,false,false,false,"It is clearly mentioned in the source link that, the original language of the film is English.",https://it.wikipedia.org/wiki/Why_America_Will_Win,Original language	English,Approved,300,,,
293,P364,The original language of Charging Out Amazon is [MASK] .,Q19794848,Charging Out Amazon,English,Chinese,False,FALSE,FALSE,FALSE,FALSE,TRUE,https://en.wikipedia.org/wiki/Charging_Out_Amazon,A4T7PYGN1BE2P,false,false,false,false,true,This is actually chinese movie.,https://en.wikipedia.org/wiki/Charging_Out_Amazon,Charging Out Amazon is a 2002 Chinese action film directed by Song Yeming,Approved,300,,,
294,P364,The original language of Human Wreckage is [MASK] .,Q2456548,Human Wreckage,English,Engish,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://en.wikipedia.org/wiki/Human_Wreckage,A3QZMGTVA4VO44,true,false,false,false,false,It is a silent movie with English inter titles as mentioned in the source link.,https://en.wikipedia.org/wiki/Human_Wreckage,Language	Silent (English inter titles),Approved,300,,,
295,P364,The original language of Hawaiian Nights is [MASK] .,Q21869399,Hawaiian Nights,English,English,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://en.wikipedia.org/wiki/Hawaiian_Nights,A1Q7VWUBIJOK17,true,false,false,false,false,Country of origin United States,https://www.imdb.com/title/tt0031408/,Language English,Approved,300,,,
296,P364,The original language of It's Bad for Ya is [MASK] .,Q16158083,It's Bad for Ya,English,English,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://en.wikipedia.org/wiki/It%27s_Bad_for_Ya,A4T7PYGN1BE2P,true,false,false,false,false,It is originally released from HBO in english language,https://www.imdb.com/title/tt0963207/,Official site HBO (United States) and Language English,Approved,300,,,
297,P364,The original language of Sono stato negro pure io is [MASK] .,Q3964883,Sono stato negro pure io,Italian,Italian,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://it.wikipedia.org/wiki/Sono_stato_negro_pure_io,A3JN18TC8GL3IH,false,true,false,false,false,"Its shows its a italian film, so it must be italian language.",https://it.wikipedia.org/wiki/Sono_stato_negro_pure_io,See wiki info table,Approved,300,,,
298,P364,The original language of Getting Out of Bed with Richard Foreman: Love Among the Retro Avant-Garde. is [MASK] .,Q27050556,Getting Out of Bed with Richard Foreman: Love Among the Retro Avant-Garde.,English,English,True,TRUE,FALSE,FALSE,FALSE,FALSE,https://www.imdb.com/title/tt5649396/,A3V5IIPZ95YVKH,true,false,false,false,false,"It is clearly mentioned in the ""Details"" section that the country of origin is United States and language is English",https://www.imdb.com/title/tt5649396/,Language: English,Approved,300,,,
299,P364,The original language of Al-Hamama is [MASK] .,Q2829220,Al-Hamama,Arabic,"Arabic, Spanish",True,FALSE,TRUE,FALSE,FALSE,FALSE,https://de.frwiki.wiki/wiki/Al-Hamama,A35BY30TC8WCL4,FALSE,TRUE,FALSE,FALSE,FALSE,"The only information I can find on this movie anywhere is on a French wikipedia page. Nothing is written about the language it's in, but it's a documentary jointly made in Morocco and Spain and it's about the Islamic terror attacks on Madrid. Given the production and the topic, it's plausible that some if not most of the work is in Arabic, but there's no concrete information I can find.",https://fr.wikipedia.org/wiki/Al-Hamama,country of production Morocco Spain,Approved,300,,,
300,P1412,Jack Gilbert used to communicate in [MASK] .,Q2793945,Jack Gilbert,English,English,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Jack_Gilbert,A3JN18TC8GL3IH,true,false,false,false,false,"He born in america, so he speak and write in english",https://en.wikipedia.org/wiki/Jack_Gilbert,see the wiki info table,Approved,300,,,
301,P1412,Margot Boer used to communicate in [MASK] .,Q541004,Margot Boer,German,Dutch,FALSE,False,False,False,False,True,https://en.wikipedia.org/wiki/Margot_Boer,A264NN7JBX4UDQ,false,false,false,false,true,She is from Netherlands,https://en.wikipedia.org/wiki/Margot_Boer,https://en.wikipedia.org/wiki/Margot_Boer,Approved,300,,,
302,P1412,Johanna Hurtig used to communicate in [MASK] .,Q31664285,Johanna Hurtig,German,"Finnish, English",FALSE,False,False,False,False,True,https://www.researchgate.net/profile/Johanna-Hurtig,A2VE5IV9OD2SK1,false,false,true,false,false,"Johanna Hurtig is a Finnish doctor of philosophy, born and educated in Finland. (https://fi.wikipedia.org/wiki/Johanna_Hurtig) It is unknown if Hurtig ever made use of German.",,,Approved,300,,,
303,P1412,Richard Bolt used to communicate in [MASK] .,Q7324245,Richard Bolt,English,English,TRUE,False,True,False,False,False,https://en.wikipedia.org/wiki/Richard_Bolt_(RNZAF_officer),A3JN18TC8GL3IH,true,false,false,false,false,"He was born and citizen of new zealand, so he speak and write in english.",https://en.wikipedia.org/wiki/Richard_Bolt_(RNZAF_officer),See the wiki info table,Approved,300,,,
304,P1412,Christine M Taylor used to communicate in [MASK] .,Q95947862,Christine M Taylor,English,English,TRUE,True,False,False,False,False,https://researchers.mq.edu.au/en/persons/christine-taylor/publications/,A3JN18TC8GL3IH,false,true,false,false,false,"She is white and working in australia, so she speak and write in english",https://researchers.mq.edu.au/en/persons/christine-taylor,see the working location,Approved,300,,,
305,P1412,Santiago Sancho used to communicate in [MASK] .,Q25663138,Santiago Sancho,Spanish,Spanish,TRUE,False,True,False,False,False,-,A3HALUPLZ4IKYJ,false,true,false,false,false,"It is plausile,we don't have clear evidence but based on commonsense",https://www.artstation.com/santiagoeloy/profile,"3D artist, both studying and working as a motion grapher",Approved,300,,,
306,P1412,Alfred Mering used to communicate in [MASK] .,Q16403518,Alfred Mering,German,Estonian,FALSE,False,False,False,True,False,https://en.wikipedia.org/wiki/Alfred_Mering,A264NN7JBX4UDQ,false,false,false,false,true,He is from Estonia,https://en.wikipedia.org/wiki/Alfred_Mering,In 1927 he graduated from Estonian Drama Studio's theatre school. 1921-1924 he was a choir singer at Estonia Theatre. 1927-1936 (intermittently) he worked at Ugala Theatre. 1926-1929 and 1967-1984 he worked at Estonian Drama Theatre. 1932-1940 he worked at Vanemuine Theatre. 1946-1965 he was the artistic manager of Estonia Theatre,Approved,300,,,
307,P1412,Richard Hodgson used to communicate in [MASK] .,Q75467288,Richard Hodgson,English,English,TRUE,False,True,False,False,False,https://www.thepeerage.com/p16037.htm#i160364,A3JN18TC8GL3IH,true,false,false,false,false,"He was born in  Carlisle, Cumberland, England and was a englishman, so he speak and write english",http://www.thepeerage.com/p16037.htm,see the details about Richard Hodgson,Approved,300,,,
308,P1412,Baard Kaalaas used to communicate in [MASK] .,Q11959947,Baard Kaalaas,Dutch,Norwegian,FALSE,False,False,False,True,False,https://de.bionomia.net/Q11959947/specimens?page=189,A3JN18TC8GL3IH,false,false,false,true,false,"Born in norway, so may not be speak and write Dutch.",https://www.wikidata.org/wiki/Q11959947,see the birth place in the wiki table,Approved,300,,,
309,P1412,Jan Ev. Hulakovsky used to communicate in [MASK] .,Q95367964,Jan Ev. Hulakovsky,Czech,Czesh,TRUE,True,False,False,False,False,https://www.cervenyknir.cz/hulakovsky-povidky-a-bajky-36725v,A264NN7JBX4UDQ,true,false,false,false,false,the translation is in Czech,http://biography.hiu.cas.cz/Personal/index.php/HULAKOVSK%C3%9D_Jan_Ev._27.12.1834-1899,49- Náboženský nebo církevní činitel 63- Spisovatel 61- Pedagog 64- Překladatel,Approved,300,,,
310,P1412,Rudolf Miltner used to communicate in [MASK] .,Q55856685,Rudolf Miltner,German,German,TRUE,False,True,False,False,False,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D138386986,A264NN7JBX4UDQ,true,false,false,false,false,spoken in German,https://www.deutsche-biographie.de/sfz63468.html?language=en,The links to other persons were taken from the printed Index of NDB and ADB and additionally extracted by computational analysis and identification. The articles are linked in full-text version where possible. Otherwise the digital image is linked instead,Approved,300,,,
311,P1412,Wang Shiding used to communicate in [MASK] .,Q65810281,Wang Shiding,Chinese,Chinese,TRUE,False,True,False,False,False,https://www.wikidata.org/wiki/Q45675829,A3JN18TC8GL3IH,false,true,false,false,false,"He is born in China, So mostly speak and write in Chinese",https://en.wikipedia.org/wiki/Wang_Shouting,see the wikipedia table,Approved,300,,,
312,P1412,Wu Yan used to communicate in [MASK] .,Q45540482,Wu Yan,Chinese,Chinese,TRUE,False,True,False,False,False,https://www.wikidata.org/wiki/Q10918800,A3JN18TC8GL3IH,false,true,false,false,false,"She was born in Chengdu in china, so she speak and write chinese",https://mydramalist.com/people/15799-wu-jin-yan,see the details about birth place,Approved,300,,,
313,P1412,Adrian West used to communicate in [MASK] .,Q43174129,Adrian West,English,English,TRUE,True,False,False,False,False,https://orcid.org/0000-0001-8079-6915,A264NN7JBX4UDQ,true,false,false,false,false,Australia is an English speaking country,https://www.chrim.ca/investigator/adrian-west/,"Postdoctoral Fellow (Physiology), University of Western Australia",Approved,300,,,
314,P1412,Christian Guttmann used to communicate in [MASK] .,Q92533615,Christian Guttmann,German,"German, English, Swedish",TRUE,True,False,False,False,False,https://www.xing.com/profile/Christian_Guttmann,A264NN7JBX4UDQ,true,false,false,false,false,has studied in Germany,https://en.wikipedia.org/wiki/Christian_Guttmann,"He has been a visiting scholar and invited speaker regarding Artificial Intelligence at over 70 international institutes, universities, and companies, including Harvard University (USA), Stanford University (USA), Sony Research (Japan), University of Rey Juan Carlos (Spain), University of Frankfurt (Germany)",Approved,300,,,
315,P1412,Oliver Schlutz-Bernd used to communicate in [MASK] .,Q95893406,Oliver Schlutz-Bernd,German,German,TRUE,True,False,False,False,False,https://www.filmportal.de/person/oliver-schlutz-bernd_bdc85120409a490ebcc1d05c65c84244,A3JN18TC8GL3IH,false,true,false,false,false,"He born in germany and lives in germany, so he speak and write german.",http://www.fanmail.biz/107306.html,see the below contact address,Approved,300,,,
316,P1412,Ermanno Fasoli used to communicate in [MASK] .,Q59656074,Ermanno Fasoli,Italian,Italian,TRUE,False,True,False,False,False,https://en.wikipedia.org/wiki/Ermanno_Fasoli,A264NN7JBX4UDQ,true,false,false,false,false,Nationality Italian,https://en.wikipedia.org/wiki/Ermanno_Fasoli,Ermanno Fasoli (born 9 November 1943) is an Italian boxer.,Approved,300,,,
317,P1412,Ursel Schunck used to communicate in [MASK] .,Q95746605,Ursel Schunck,German,German,TRUE,True,False,False,False,False,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D11772498X,A2HNP1YL1IBFMU,false,true,false,false,false,"Ursel is listed as a member (see text passage copied above) of Bilfinger Mäddich-Bühne e.V. which is a Performing arts theater in Kämpfelbach, Germany. From this it follows that she used to speak and write German based on common sense",http://www.maeddich.de/Darsteller/body_darsteller.htm#Ursel,Mitglied: seit 1998 Auftritte: (61),Approved,300,,,
318,P1412,Jiri Cubuk used to communicate in [MASK] .,Q95442403,Jiri Cubuk,Czech,Czech,TRUE,True,False,False,False,False,https://encyklopedie.brna.cz/home-mmb/?acc=profil_osobnosti&load=8164,A3JN18TC8GL3IH,true,false,false,false,false,"She born in ""Brno"" city in the country Czech Republic. So she speak and write in Czech",http://gis.fsv.cvut.cz/zamky/genealogie/salm-reifferscheidt/php/person.php?o=14,see the birth city name,Approved,300,,,
319,P1412,David Cooperrider used to communicate in [MASK] .,Q5232552,David Cooperrider,English,English,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/David_Cooperrider,A1IFIK8J49WBER,false,true,false,false,false,One can assume that since he was born in IL and is an American by birth that he speaks and writes in English,https://www.google.com/search?client=firefox-b-e&q=David+Cooperrider,"Place of birth: Olney, IL Nationality: American",Approved,300,,,
320,P1412,Lisa Hobbs used to communicate in [MASK] .,Q92333094,Lisa Hobbs,English,English,TRUE,True,False,False,False,False,https://www.researchgate.net/profile/Lisa-Hobbs,A3HALUPLZ4IKYJ,false,true,false,false,false,"It is Plausilble,we dont have any clear evidence but use commonsense.",https://www.unisq.edu.au/research/events/2022/11/coc-hobbs,"n the past 4 decades ambulance service culture in Australia has moved from being male dominated, to accepting female paramedic recruits, to the majority to base level paramedics now being women. The lived experiences of women who have worked within the discipline of paramedicine in Australia are anecdotal or unreported. A Mixed Methods approach (explanatory sequential design) utilising the subsets of Creative Arts Based Research and Constructivist Grounded Theory for the qualitative component, has been selected for this study as this will enable the researcher to build a comprehensive understanding of the experiences and perspectives of Australian female paramedics who have been a part of this gradual feminisation of Australian ambulance service culture.",Approved,300,,,
321,P1412,Caroline Freund used to communicate in [MASK] .,Q29349951,Caroline Freund,German,English,FALSE,False,False,False,True,False,https://en.wikipedia.org/wiki/Caroline_Freund,A3V5IIPZ95YVKH,false,false,false,true,false,Caroline L. Freund is an American economist,https://en.wikipedia.org/wiki/Caroline_Freund,Nationality: American,Approved,300,,,
322,P1412,Roy Ramsay used to communicate in [MASK] .,Q7373286,Roy Ramsay,English,English,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Roy_Ramsay_(sailor),A3HALUPLZ4IKYJ,false,true,false,false,false,"It is plausile no clear evidence,ut for link and we say that he speaks english",https://en.wikipedia.org/wiki/Roy_Ramsay_(footballer),Roy Ramsay (born 3 January 1956) is a former Australian rules footballer who played with North Melbourne and Essendon in the Victorian Football League (VFL),Approved,300,,,
323,P1412,Hannah Lount used to communicate in [MASK] .,Q75634777,Hannah Lount,English,English,TRUE,False,True,False,False,False,https://www.ancestry.com/genealogy/records/hannah-lount-24-21fr674,A3JN18TC8GL3IH,false,true,false,false,false,"She was born in canada, so she was speak and write in english.",https://www.findagrave.com/memorial/167554533/hannah-lount,see the table below,Approved,300,,,
324,P1412,Ronald Leslie-Melville used to communicate in [MASK] .,Q75854123,Ronald Leslie-Melville,English,English,TRUE,False,True,False,False,False,"https://en.wikipedia.org/wiki/Ronald_Leslie-Melville,_11th_Earl_of_Leven",A3JN18TC8GL3IH,true,false,false,false,false,He was born as englishman and studied in Oxford. so he speak and write in English.,"https://en.wikipedia.org/wiki/Ronald_Leslie-Melville,_11th_Earl_of_Leven","See the wiki details in ""Early life""",Approved,300,,,
325,P1412,N. Kennedy used to communicate in [MASK] .,Q28322008,N. Kennedy,English,English,TRUE,False,True,False,False,False,https://www.wikidata.org/wiki/Q28322008,A3V5IIPZ95YVKH,false,true,false,false,false,Kennedy was born in UK and he is a British citizen.,https://en.wikipedia.org/wiki/Hugh_N._Kennedy,Citizenship: British,Approved,300,,,
326,P1412,Dennys Bornhöft used to communicate in [MASK] .,Q30150131,Dennys Bornhöft,German,German,TRUE,True,False,False,False,False,https://de.wikipedia.org/wiki/Dennys_Bornh%C3%B6ft,A264NN7JBX4UDQ,true,false,false,false,false,the writing is in german,https://de.wikipedia.org/wiki/Dennys_Bornh%C3%B6ft,Nach seinem Abitur 2006 in Kiel-Wellingdorf absolvierte Bornhöft von 2006 bis 2009 eine Ausbildung zum Diplom-Verwaltungswirt an der FHVD Altenholz und im Anschluss daran von 2009 bis 2012 ein Masterstudium im Europäischen Verwaltungsmanagement an der,Approved,300,,,
327,P1412,Sanna Torvinen-Kiiskinen used to communicate in [MASK] .,Q87973847,Sanna Torvinen-Kiiskinen,Finnish,"Finnish, English, Swedish",TRUE,True,False,False,False,False,https://www.linkedin.com/in/sanna-torvinen-kiiskinen-094b48138/?originalSubdomain=fi,A264NN7JBX4UDQ,true,false,false,false,false,There is evidence that her experience comes from Finland,https://fi.linkedin.com/in/sanna-torvinen-kiiskinen-094b48138,"Skilled in Pharmaceutics, Pharmacy, Pharmacoepidemiology, Medication assessments, Management, and Healthcare. Graduated from University of Eastern Finland",Approved,300,,,
328,P1412,Beatriz Bermudez de Velasco used to communicate in [MASK] .,Q61722415,Beatriz Bermudez de Velasco,Spanish,Spanish,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Beatriz_Berm%C3%BAdez_de_Velasco,A264NN7JBX4UDQ,true,false,false,false,false,From Mexico,https://en.wikipedia.org/wiki/Beatriz_Berm%C3%BAdez_de_Velasco,She became famous during the expedition of Hernán Cortés to Mexico according to the Spanish chronicler,Approved,300,,,
329,P1412,Robert Lane used to communicate in [MASK] .,Q75955996,Robert Lane,English,English,TRUE,False,True,False,False,False,-,A264NN7JBX4UDQ,true,false,false,false,false,born in philadelphia,https://en.wikipedia.org/wiki/Robert_E._Lane,"August 19, 1917 in Philadelphia[1] – December 2017)[2] was an American political scientist and political psychologist. He was the Eugene Meyer Professor Emeritus of Political Science at Yale University.[3]",Approved,300,,,
330,P1412,Ulrich Burchard used to communicate in [MASK] .,Q94799878,Ulrich Burchard,German,German,TRUE,True,False,False,False,False,https://www.deutsche-biographie.de/sfz7452.html,A3JN18TC8GL3IH,true,false,false,false,false,"He was born in Duderstadt, Germany, so he speak and write in German",http://www.ulrich-burchard.de/,see the birth place,Approved,300,,,
331,P1412,Gottfried George Mylich used to communicate in [MASK] .,Q55090440,Gottfried George Mylich,German,"German, Latvian",TRUE,True,False,False,False,False,https://portal.dnb.de/opac.htm?method=simpleSearch&cqlMode=true&query=nid%3D1055155503,A3HALUPLZ4IKYJ,true,false,false,false,false,"It is true,because we have clear veidence",https://www.literatura.lv/en/person/Gotfrids-Georgs-Milihs/872740,"Mylich, 1735 - 1815) is a German pastor and writer. He was born in the family of a civil servant, the archivist of Riga since 1740, Kristiāns Heinrich Mīlich. Mielihs studied at the Riga Cathedral School (1744-1746), then at the Jelgava City School.",Approved,300,,,
332,P1412,Amy Tucker used to communicate in [MASK] .,Q4749422,Amy Tucker,English,English,TRUE,True,False,False,False,False,https://peoplepill.com/people/amy-tucker,AL8NYDL4JOYL3,false,true,false,false,false,As she is an American it is obvious her mother tongue to be English,https://en.wikipedia.org/wiki/Amy_Tucker_(game_designer),"Amy Tucker invented Xeko and established Matter Group after 12 years in high-tech and custom publishing, where she designed integrated-media programs for companies including Microsoft, Nintendo, and T-Mobile.",Approved,300,,,
333,P1412,Bu Zhou used to communicate in [MASK] .,Q45544105,Bu Zhou,Chinese,Chinese,TRUE,False,True,False,False,False,https://www.wikidata.org/wiki/Q45544105,A264NN7JBX4UDQ,true,false,false,false,false,was born in china,https://en.wikipedia.org/wiki/Mount_Buzhou,"Mount Buzhou (不周山 lit. ""Unrevolving Mountain"") was an ancient Chinese mythological mountain which, according to old texts, lay to the northwest of the Kunlun Mountains, in a location today referred to as the Pamir Mountains.",Approved,300,,,
334,P1412,Berend Roorda used to communicate in [MASK] .,Q4687430,Berend Roorda,Dutch,Dutch,TRUE,False,True,False,False,False,https://www.judoinside.com/judoka/40127/Berend_Roorda/judo-career,A1FGKIKJYSL1MI,false,true,false,false,false,"He is described as a ""Dutchman"", implying that he is a Dutch citizen.  Winning the ""Dutch title"" at least means that he lived in the Netherlands for a while.  So, very very likely that he is able to speak the language of the Netherlands: Dutch.",https://www.judoinside.com/judoka/40127/Berend_Roorda/judo-career,"Dutchman Berend Roorda won the Dutch title in 2010, 2011 and 2013",Approved,300,,,
335,P1412,Ian Desmond Curry-Towneley-O'Hagan used to communicate in [MASK] .,Q75328706,Ian Desmond Curry-Towneley-O'Hagan,English,English,TRUE,False,True,False,False,False,https://www.thepeerage.com/p6659.htm#i66581,A3JN18TC8GL3IH,false,true,false,false,false,"He is englishman, show he speaks and writes english",https://www.wikidata.org/wiki/Q75328721,see the table below,Approved,300,,,
336,P1412,Knut Kvernebo used to communicate in [MASK] .,Q17100644,Knut Kvernebo,German,"Norwegian, English",FALSE,False,False,False,True,False,https://ous-research.no/home/thorax/Staff/13104,A2VE5IV9OD2SK1,false,false,true,false,false,"Knut Kvernebo is a Norwegian professor, and has written papers in Norwegian and English (https://scholar.google.com/citations?user=N2OXi-oAAAAJ&hl=no), but there's no evidence he has any knowledge of German.",,,Approved,300,,,
337,P1412,Tomitaro Karasawa used to communicate in [MASK] .,Q11418600,Tomitaro Karasawa,Japanese,Japanese,TRUE,False,True,False,False,False,https://www.wikidata.org/wiki/Q11418600,A2VE5IV9OD2SK1,true,false,false,false,false,"If he was Japanese and taught, he must have spoke or written the language in some capacity.",https://www.wikidata.org/wiki/Q11418600,Japanese teacher (1911-2004),Approved,300,,,
338,P1412,Stephen I of Constantinople used to communicate in [MASK] .,Q1269166,Stephen I of Constantinople,Latin,Latin,TRUE,False,True,False,False,False,https://en.wikipedia.org/wiki/Stephen_I_of_Constantinople,A264NN7JBX4UDQ,true,false,false,false,false,ancient Greek spoke latin,https://en.wikipedia.org/wiki/Stephen_I,"Stephen I (Greek: Στέφανος Α΄, Stephanos I) (November 867 – 18 May 893) was the Ecumenical Patriarch of Constantinople from 886 to 893",Approved,300,,,
339,P1412,Francis Jesson used to communicate in [MASK] .,Q75814301,Francis Jesson,English,English ,TRUE,False,True,False,False,False,-,A3JN18TC8GL3IH,false,true,false,false,false,"He was born in Kansas, USA, so he speak and write in English.",https://www.ancestry.com/1940-census/usa/Kansas/Francis-Jesson_254m4x,see the birth details,Approved,300,,,
340,P1412,Rudolf Kempf used to communicate in [MASK] .,Q20752865,Rudolf Kempf,German,German,TRUE,True,False,False,False,False,https://de.wikipedia.org/wiki/Rudolf_Kempf,A3JN18TC8GL3IH,true,false,false,false,false,It shows he was born in german and worked as German architect. So he speak and write in german.,https://www.archinform.net/arch/68610.htm,See details of lifetime and info,Approved,300,,,
341,P1412,Johannes Ehrhardt used to communicate in [MASK] .,Q94878992,Johannes Ehrhardt,German,German,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Jakob_Erhardt,A13V6ZYVF3A7EW,false,true,false,false,false,Common sense,https://de.linkedin.com/in/johannes-ehrhardt,His whole LinkedIn page is written in German,Approved,300,,,
342,P1412,Eleanor Jane Faulder used to communicate in [MASK] .,Q76115436,Eleanor Jane Faulder,English,English,TRUE,False,True,False,False,False,https://www.geni.com/people/Eleanor-Newton/6000000014749852487,A3JN18TC8GL3IH,false,true,false,false,false,"His father name mother name look like enlgish name, so she may read and write english.",https://www.wikidata.org/wiki/Q76115436,see the details in wiki data,Approved,300,,,
343,P1412,Emma Becker used to communicate in [MASK] .,Q94747641,Emma Becker,German,Latvian,FALSE,False,False,False,True,False,https://www.geni.com/people/Emma-Becker/6000000084648034979,A3JN18TC8GL3IH,false,false,false,true,false,"She is born in Riga, Latvia, so she may not speak and write German",https://www.geni.com/people/Emma-Becker/6000000084648034979,see the birth place in the below table,Approved,300,,,
344,P1412,Hayato Mizowaki used to communicate in [MASK] .,Q11564510,Hayato Mizowaki,Japanese,Japanese,TRUE,True,False,False,False,False,https://en.wikipedia.org/wiki/Hayato_Mizowaki,A2CR34HRTDZ0KJ,false,true,false,false,false,"As he is a native Japanese citizen, he must used to speak or write in Japanese",https://www.google.com/search?client=firefox-b-e&q=Hayato+Mizowaki,see google knowledge panel,Approved,300,,,
345,P1412,Katsushi Murata used to communicate in [MASK] .,Q11523406,Katsushi Murata,Japanese,Japanese,TRUE,True,False,False,False,False,https://theolympians.co/tag/katsushi-murata/,A264NN7JBX4UDQ,true,false,false,false,false,was born in Japan,https://en.wikipedia.org/wiki/Murder_of_Rikid%C5%8Dzan,"On December 8, 1963, the Japanese professional wrestler Rikidōzan, real name Mitsuhiro Momota, was stabbed in a Tokyo nightclub after an altercation with a Yakuza member. Considered the ""godfather of puroresu"", Rikidōzan was a national hero in post-World War II Japan and considered one of the most famous people in the whole country",Approved,300,,,
346,P1412,Jose Leija-Martinez used to communicate in [MASK] .,Q90250496,Jose Leija-Martinez,Spanish,English,FALSE,False,False,True,False,False,https://www.researchgate.net/profile/Jose-Leija-Martinez,A3JN18TC8GL3IH,false,false,true,false,false,No clear details found to search.,,,Approved,300,,,
347,P1412,Cheng Zun used to communicate in [MASK] .,Q45436473,Cheng Zun,Chinese,Chinese,TRUE,False,True,False,False,False,-,A264NN7JBX4UDQ,true,false,false,false,false,translation in Chinese,https://chinese.yabla.com/chinese-english-pinyin-dictionary.php?define=zun+cheng,zūn chēng to address sb deferentially title honorific,Approved,300,,,
348,P1412,Monina Bagatsing used to communicate in [MASK] .,Q12968286,Monina Bagatsing,German,English,FALSE,False,False,False,True,False,https://www.pep.ph/guide/tv/152102/monina-bagatsing-a724-20200618-lfrm,A264NN7JBX4UDQ,false,false,false,false,true,no evidence of her speaking or writing in german,https://en.wikipedia.org/wiki/RK_Bagatsing,"Ramon Khino ""RK"" S. Bagatsing (born May 9, 1988)[1][2] is a Filipino film and television actor. Bagatsing is most notable for the role of Arnaldo Ardiente Torillo in the ABS-CBN primetime series Wildflower",Approved,300,,,
349,P1412,Fürstin Sophia Margaretha von Anhalt used to communicate in [MASK] .,Q55875539,Fürstin Sophia Margaretha von Anhalt (Princess Sophia Margaret of Anhalt),German,German,TRUE,True,False,False,False,False,https://kalliope-verbund.info/de/eac?eac.id=104216417,A3JN18TC8GL3IH,true,false,false,false,false,"She was born in german town ""Köthen"", so she speak and write in german.",https://en.wikipedia.org/wiki/Margaret_of_Anhalt-K%C3%B6then,see the wiki info table,Approved,300,,,
